FACTORID,SCC,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAP_TO,POLLUTANT,NEI_POLLUTANT_CODE,CAS,FACTOR,UNIT,MEASURE,MATERIAL,ACTION,FORMULA,CONTROL_1,CONTROLCODE_1,CONTROL_2,CONTROLCODE_2,CONTROL_3,CONTROLCODE_3,CONTROL_4,CONTROLCODE_4,CONTROL_5,CONTROLCODE_5,REF_DESC,NOTES,QUALITY,TEST_REPORT_RATING,CREATED,REVOKED,DUPCOUNT,DUPREASON,DATE_CSV_UPDATED,CONDITION,VARIABLE_DEFINITION,APPLICABILITY,DERIVATION
9211,10300223,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Cyclone Furnace (Subbituminous Coal)                                  ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
19852,30600103,Industrial Processes                                  ,Petroleum Industry                                    ,Process Heaters                                                       ,Oil-fired                                                             ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
21984,31000402,Industrial Processes                                  ,Oil and Gas Production                                ,Process Heaters                                                       ,Residual Oil                                                          ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
8531,10300207,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Overfeed Stoker (Bituminous Coal)                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
8532,10300207,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Overfeed Stoker (Bituminous Coal)                                     ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.80E+01*CS,CYCLONES (MULTIPLE),121,,,,,,,,,"EPA.  1995.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,9/1/1998,0,,4/18/2022,,CS=Coal sulfur content (weight %),"Includes traveling grate, vibrating grate and chain grate stokers.","Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
8574,10300208,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Underfeed Stoker (Bituminous Coal)                                    ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.10E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
8575,10300208,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Underfeed Stoker (Bituminous Coal)                                    ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Bituminous Coal,Burned,3.10E+01*CS,CYCLONES (MULTIPLE),121,,,,,,,,,"EPA.  1995.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,1/1/1995,9/1/1998,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
9099,10300222,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Pulverized Coal: Dry Bottom (Subbituminous Coal)                      ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,A,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
19814,30590001,Industrial Processes                                  ,Mineral Products                                      ,Fuel Fired Equipment                                                  ,Distillate Oil (No. 2): Process Heaters                               ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Distillate Oil (No. 2),Burned,1.436E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
19817,30590002,Industrial Processes                                  ,Mineral Products                                      ,Fuel Fired Equipment                                                  ,Residual Oil: Process Heaters                                         ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Gallons,Residual Oil,Burned,1.586E+02*FS,UNCONTROLLED,0,,,,,,,,,"This factor was present in AIRS Facility Subsystem Source Classification Codes and Emission Factor Listing for Criteria Air Pollutants, March 1990, EPA 450/4-90-003.  ","Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units. This factor may have been (and may still be) in an AP-42 section, or it may have been added to that March 1990 document from other sources.  Please check the latest AP42 to verify.",A,,3/1/1990,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
9265,10300224,External Combustion Boilers                           ,Commercial/Institutional                              ,Bituminous/Subbituminous Coal                                         ,Spreader Stoker (Subbituminous Coal)                                  ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,Tons,Subbituminous Coal,Burned,3.50E+01*CS,UNCONTROLLED,0,,,,,,,,,"EPA.  September, 1998.  Section 1.1, Bituminous and Subbituminous Coal Combustion.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42, Supplement E.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",Multiply the emission factor provided by the wt. % sulfur content of the fuel to obtain emission factor in lb/activity units.  ,B,,9/1/1998,,0,,4/18/2022,,CS=Coal sulfur content (weight %),,"Expressed as SO2, including SO2, SO3, and gaseous sulfates.  "
19841,30600101,Industrial Processes                                  ,Petroleum Industry                                    ,Process Heaters                                                       ,Oil-fired **                                                          ,,Sulfur oxides (SOx),,    ,FORMULA,Lb,1000 Barrels,Oil,Burned,6.678E+03*FS,UNCONTROLLED,0,,,,,,,,,,Multiply the emission factor provided by the weight percent sulfur content of the fuel to obtain emission factor in lb/activity units.  ,U,,,,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,
11390,20100101,Internal Combustion Engines                           ,Electric Generation                                   ,Distillate Oil (Diesel)                                               ,Turbine                                                               ,,Sulfur oxides (SOx),,   ,FORMULA,Lb,1000 Gallons,Distillate Oil (Diesel),Burned,1.40E+02*FS,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.1, Stationary Gas Turbines for Electricity Generation.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,1/1/1995,4/1/2000,0,,4/18/2022,,FS=Fuel sulfur content (weight %),,Measured as SO2.  S=% Sulfur content.
11977,20200252,Internal Combustion Engines                           ,Industrial                                                            ,Natural Gas                                                           ,2-cycle Lean Burn                                                     ,,Sulfur oxides (SOx),,  ,0.6,Lb,Million Standard Cubic Feet,Natural Gas,Burned,FACTOR,UNCONTROLLED,0,,,,,,,,,"EPA.  1995.  Section 3.2, Heavy Duty Natural Gas Fired Pipeline Compressor Engines.  In: Compilation of Air Pollutant Emission Factors, Volume 1: Stationary Point and Area Sources, Fifth Edition, AP-42.  U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards.  Research Triangle Park, North Carolina.",,B,,1/1/1995,7/1/2000,0,,9/28/2021,,,,
